ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Context,Frequency
169_torritastazione_006c-02d0,169_torritastazione,006c-02d0,lː,,,tuscan,,25
17_barga_006c-02d0,17_barga,006c-02d0,lː,,,tuscan,,29
170_montepulciano_006c-02d0,170_montepulciano,006c-02d0,lː,,,tuscan,,35
171_foianodellachiana_006c-02d0,171_foianodellachiana,006c-02d0,lː,,,tuscan,,30
172_valiano_006c-02d0,172_valiano,006c-02d0,lː,,,tuscan,,29
173_montallese_006c-02d0,173_montallese,006c-02d0,lː,,,tuscan,,26
174_cortona_006c-02d0,174_cortona,006c-02d0,lː,,,tuscan,,30
176_mercataledicortona_006c-02d0,176_mercataledicortona,006c-02d0,lː,,,tuscan,,11
177_marciana_006c-02d0,177_marciana,006c-02d0,lː,,,tuscan,,34
179_portoferraio_006c-02d0,179_portoferraio,006c-02d0,lː,,,tuscan,,35
180_rionellelba_006c-02d0,180_rionellelba,006c-02d0,lː,,,tuscan,,20
182_riotorto_006c-02d0,182_riotorto,006c-02d0,lː,,,tuscan,,36
184_buriano_006c-02d0,184_buriano,006c-02d0,lː,,,tuscan,,31
189_campagnatico_006c-02d0,189_campagnatico,006c-02d0,lː,,,tuscan,,29
191_sassodombrone_006c-02d0,191_sassodombrone,006c-02d0,lː,,,tuscan,,33
192_camigliano_006c-02d0,192_camigliano,006c-02d0,lː,,,tuscan,,33
193_monticelloamiata_006c-02d0,193_monticelloamiata,006c-02d0,lː,,,tuscan,,31
194_seggiano_006c-02d0,194_seggiano,006c-02d0,lː,,,tuscan,,27
196_castigliondorcia_006c-02d0,196_castigliondorcia,006c-02d0,lː,,,tuscan,,25
197_campigliadorcia_006c-02d0,197_campigliadorcia,006c-02d0,lː,,,tuscan,,29
198_piancastagnaio_006c-02d0,198_piancastagnaio,006c-02d0,lː,,,tuscan,,30
199_contignano_006c-02d0,199_contignano,006c-02d0,lː,,,tuscan,,33
202_pomonte_006c-02d0,202_pomonte,006c-02d0,lː,,,tuscan,,29
203_lapila_006c-02d0,203_lapila,006c-02d0,lː,,,tuscan,,29
205_castigliondellapescaia_006c-02d0,205_castigliondellapescaia,006c-02d0,lː,,,tuscan,,35
207_talamone_006c-02d0,207_talamone,006c-02d0,lː,,,tuscan,,29
209_montiano_006c-02d0,209_montiano,006c-02d0,lː,,,tuscan,,40
21_popiglio_006c-02d0,21_popiglio,006c-02d0,lː,,,tuscan,,35
210_maglianointoscana_006c-02d0,210_maglianointoscana,006c-02d0,lː,,,tuscan,,35
211_montorgiali_006c-02d0,211_montorgiali,006c-02d0,lː,,,tuscan,,30
212_pereta_006c-02d0,212_pereta,006c-02d0,lː,,,tuscan,,33
213_cana_006c-02d0,213_cana,006c-02d0,lː,,,tuscan,,34
215_manciano_006c-02d0,215_manciano,006c-02d0,lː,,,tuscan,,32
216_semproniano_006c-02d0,216_semproniano,006c-02d0,lː,,,tuscan,,37
217_selvena_006c-02d0,217_selvena,006c-02d0,lː,,,tuscan,,34
218_pitigliano_006c-02d0,218_pitigliano,006c-02d0,lː,,,tuscan,,30
219_sorano_006c-02d0,219_sorano,006c-02d0,lː,,,tuscan,,18
220_castellottieri_006c-02d0,220_castellottieri,006c-02d0,lː,,,tuscan,,31
223_orbetello_006c-02d0,223_orbetello,006c-02d0,lː,,,tuscan,,35
224_capalbio_006c-02d0,224_capalbio,006c-02d0,lː,,,tuscan,,35
27_mercataledivernio_006c-02d0,27_mercataledivernio,006c-02d0,lː,,,tuscan,,31
28_barberinodimugello_006c-02d0,28_barberinodimugello,006c-02d0,lː,,,tuscan,,25
30_ronta_006c-02d0,30_ronta,006c-02d0,lː,,,tuscan,,26
33_pietrasanta_006c-02d0,33_pietrasanta,006c-02d0,lː,,,tuscan,,33
34_massarosa_006c-02d0,34_massarosa,006c-02d0,lː,,,tuscan,,22
35_vecchiano_006c-02d0,35_vecchiano,006c-02d0,lː,,,tuscan,,33
36_piazzano_006c-02d0,36_piazzano,006c-02d0,lː,,,tuscan,,31
38_vorno_006c-02d0,38_vorno,006c-02d0,lː,,,tuscan,,28
40_marlia_006c-02d0,40_marlia,006c-02d0,lː,,,tuscan,,28
41_porcari_006c-02d0,41_porcari,006c-02d0,lː,,,tuscan,,31
42_villabasilica_006c-02d0,42_villabasilica,006c-02d0,lː,,,tuscan,,11
46_casoredelmonte_006c-02d0,46_casoredelmonte,006c-02d0,lː,,,tuscan,,26
49_gello_006c-02d0,49_gello,006c-02d0,lː,,,tuscan,,33
51_montale_006c-02d0,51_montale,006c-02d0,lː,,,tuscan,,32
52_artimino_006c-02d0,52_artimino,006c-02d0,lː,,,tuscan,,32
53_sangiustoinpiazzanese_006c-02d0,53_sangiustoinpiazzanese,006c-02d0,lː,,,tuscan,,31
54_figlinediprato_006c-02d0,54_figlinediprato,006c-02d0,lː,,,tuscan,,33
55_peretola_006c-02d0,55_peretola,006c-02d0,lː,,,tuscan,,27
56_legri_006c-02d0,56_legri,006c-02d0,lː,,,tuscan,,34
57_vaglia_006c-02d0,57_vaglia,006c-02d0,lː,,,tuscan,,35
58_molindelpiano_006c-02d0,58_molindelpiano,006c-02d0,lː,,,tuscan,,36
60_rufina_006c-02d0,60_rufina,006c-02d0,lː,,,tuscan,,31
61_tosi_006c-02d0,61_tosi,006c-02d0,lː,,,tuscan,,35
62_dicomano_006c-02d0,62_dicomano,006c-02d0,lː,,,tuscan,,34
63_castagnodandrea_006c-02d0,63_castagnodandrea,006c-02d0,lː,,,tuscan,,39
64_stia_006c-02d0,64_stia,006c-02d0,lː,,,tuscan,,24
66_badiaprataglia_006c-02d0,66_badiaprataglia,006c-02d0,lː,,,tuscan,,22
67_caraffaello_006c-02d0,67_caraffaello,006c-02d0,lː,,,tuscan,,15
68_marinadipisa_006c-02d0,68_marinadipisa,006c-02d0,lː,,,tuscan,,41
69_mortaiolo_006c-02d0,69_mortaiolo,006c-02d0,lː,,,tuscan,,38
7_sillano_006c-02d0,7_sillano,006c-02d0,lː,,,tuscan,,28
70_putignano_006c-02d0,70_putignano,006c-02d0,lː,,,tuscan,,38
71_fauglia_006c-02d0,71_fauglia,006c-02d0,lː,,,tuscan,,33
72_buti_006c-02d0,72_buti,006c-02d0,lː,,,tuscan,,26
73_pontedera_006c-02d0,73_pontedera,006c-02d0,lː,,,tuscan,,39
74_santopietroinbelvedere_006c-02d0,74_santopietroinbelvedere,006c-02d0,lː,,,tuscan,,28
75_palaia_006c-02d0,75_palaia,006c-02d0,lː,,,tuscan,,31
76_sanminiatoalto_006c-02d0,76_sanminiatoalto,006c-02d0,lː,,,tuscan,,25
77_castelfiorentino_006c-02d0,77_castelfiorentino,006c-02d0,lː,,,tuscan,,33
79_certaldo_006c-02d0,79_certaldo,006c-02d0,lː,,,tuscan,,28
80_montespertoli_006c-02d0,80_montespertoli,006c-02d0,lː,,,tuscan,,30
81_barberinovaldelsa_006c-02d0,81_barberinovaldelsa,006c-02d0,lː,,,tuscan,,35
82_montefiridolfi_006c-02d0,82_montefiridolfi,006c-02d0,lː,,,tuscan,,35
83_pozzolatico_006c-02d0,83_pozzolatico,006c-02d0,lː,,,tuscan,,30
86_incisainvaldarno_006c-02d0,86_incisainvaldarno,006c-02d0,lː,,,tuscan,,32
87_cavriglia_006c-02d0,87_cavriglia,006c-02d0,lː,,,tuscan,,29
88_sangiovannivaldarno_006c-02d0,88_sangiovannivaldarno,006c-02d0,lː,,,tuscan,,35
90_montemignaio_006c-02d0,90_montemignaio,006c-02d0,lː,,,tuscan,,25
93_castiglionfibocchi_006c-02d0,93_castiglionfibocchi,006c-02d0,lː,,,tuscan,,33
94_talla_006c-02d0,94_talla,006c-02d0,lː,,,tuscan,,26
96_campidibibbiena_006c-02d0,96_campidibibbiena,006c-02d0,lː,,,tuscan,,23
97_ceciliano_006c-02d0,97_ceciliano,006c-02d0,lː,,,tuscan,,27
98_subbiano_006c-02d0,98_subbiano,006c-02d0,lː,,,tuscan,,20
103_sansepolcro_006c-02d0,103_sansepolcro,006c-02d0,lː,,,tuscan,,17
104_badiatedalda_006c-02d0,104_badiatedalda,006c-02d0,lː,,,tuscan,,29
107_rosignanomarittimo_006c-02d0,107_rosignanomarittimo,006c-02d0,lː,,,tuscan,,39
116_volterra_006c-02d0,116_volterra,006c-02d0,lː,,,tuscan,,36
129_nusenna_006c-02d0,129_nusenna,006c-02d0,lː,,,tuscan,,30
130_torreacastello_006c-02d0,130_torreacastello,006c-02d0,lː,,,tuscan,,24
131_ambra_006c-02d0,131_ambra,006c-02d0,lː,,,tuscan,,27
136_brolio_006c-02d0,136_brolio,006c-02d0,lː,,,tuscan,,22
143_caldanaterme_006c-02d0,143_caldanaterme,006c-02d0,lː,,,tuscan,,32
148_serrazzano_006c-02d0,148_serrazzano,006c-02d0,lː,,,tuscan,,34
150_massamarittima_006c-02d0,150_massamarittima,006c-02d0,lː,,,tuscan,,28
156_monticiano_006c-02d0,156_monticiano,006c-02d0,lː,,,tuscan,,36
160_monteronidarbia_006c-02d0,160_monteronidarbia,006c-02d0,lː,,,tuscan,,24
163_chiusuredasciano_006c-02d0,163_chiusuredasciano,006c-02d0,lː,,,tuscan,,26
164_asciano_006c-02d0,164_asciano,006c-02d0,lː,,,tuscan,,22
167_sinalunga_006c-02d0,167_sinalunga,006c-02d0,lː,,,tuscan,,27
168_lucignanoinvaldichiana_006c-02d0,168_lucignanoinvaldichiana,006c-02d0,lː,,,tuscan,,22
175_terontola_006c-02d0,175_terontola,006c-02d0,lː,,,tuscan,,27
178_procchio_006c-02d0,178_procchio,006c-02d0,lː,,,tuscan,,37
181_piombino_006c-02d0,181_piombino,006c-02d0,lː,,,tuscan,,36
183_scarlino_006c-02d0,183_scarlino,006c-02d0,lː,,,tuscan,,31
185_montemassi_006c-02d0,185_montemassi,006c-02d0,lː,,,tuscan,,33
186_montepescali_006c-02d0,186_montepescali,006c-02d0,lː,,,tuscan,,22
187_batignano_006c-02d0,187_batignano,006c-02d0,lː,,,tuscan,,34
188_roccastrada_006c-02d0,188_roccastrada,006c-02d0,lː,,,tuscan,,32
190_civitellamarittima_006c-02d0,190_civitellamarittima,006c-02d0,lː,,,tuscan,,30
195_santafiora_006c-02d0,195_santafiora,006c-02d0,lː,,,tuscan,,27
20_rivoreta_006c-02d0,20_rivoreta,006c-02d0,lː,,,tuscan,,30
200_cellesulrigo_006c-02d0,200_cellesulrigo,006c-02d0,lː,,,tuscan,,26
201_cetona_006c-02d0,201_cetona,006c-02d0,lː,,,tuscan,,23
206_alberese_006c-02d0,206_alberese,006c-02d0,lː,,,tuscan,,29
208_istiadombrone_006c-02d0,208_istiadombrone,006c-02d0,lː,,,tuscan,,15
214_saturnia_006c-02d0,214_saturnia,006c-02d0,lː,,,tuscan,,32
22_prunetta_006c-02d0,22_prunetta,006c-02d0,lː,,,tuscan,,24
222_portosantostefano_006c-02d0,222_portosantostefano,006c-02d0,lː,,,tuscan,,28
23_orsigna_006c-02d0,23_orsigna,006c-02d0,lː,,,tuscan,,29
29_firenzuola_006c-02d0,29_firenzuola,006c-02d0,lː,,,tuscan,,24
44_chiesinauzzanese_006c-02d0,44_chiesinauzzanese,006c-02d0,lː,,,tuscan,,24
47_monsummano_006c-02d0,47_monsummano,006c-02d0,lː,,,tuscan,,29
48_cerretoguidi_006c-02d0,48_cerretoguidi,006c-02d0,lː,,,tuscan,,26
50_porciano_006c-02d0,50_porciano,006c-02d0,lː,,,tuscan,,21
59_vicchio_006c-02d0,59_vicchio,006c-02d0,lː,,,tuscan,,25
65_borgoallacollina_006c-02d0,65_borgoallacollina,006c-02d0,lː,,,tuscan,,27
78_montelupofiorentino_006c-02d0,78_montelupofiorentino,006c-02d0,lː,,,tuscan,,35
84_greveinchianti_006c-02d0,84_greveinchianti,006c-02d0,lː,,,tuscan,,35
85_sandonatoincollina_006c-02d0,85_sandonatoincollina,006c-02d0,lː,,,tuscan,,31
89_piandisco_006c-02d0,89_piandisco,006c-02d0,lː,,,tuscan,,29
91_lorociuffenna_006c-02d0,91_lorociuffenna,006c-02d0,lː,,,tuscan,,32
92_raggiolo_006c-02d0,92_raggiolo,006c-02d0,lː,,,tuscan,,24
95_castelfocognano_006c-02d0,95_castelfocognano,006c-02d0,lː,,,tuscan,,31
99_chiusidellaverna_006c-02d0,99_chiusidellaverna,006c-02d0,lː,,,tuscan,,32
100_capresemichelangelo_006c-02d0,100_capresemichelangelo,006c-02d0,lː,,,tuscan,,31
101_pievesantostefano_006c-02d0,101_pievesantostefano,006c-02d0,lː,,,tuscan,,31
102_anghiari_006c-02d0,102_anghiari,006c-02d0,lː,,,tuscan,,29
109_orcianopisano_006c-02d0,109_orcianopisano,006c-02d0,lː,,,tuscan,,35
13_stazzema_006c-02d0,13_stazzema,006c-02d0,lː,,,tuscan,,22
141_capraia_006c-02d0,141_capraia,006c-02d0,lː,,,tuscan,,19
18_sanpellegrinoinalpe_006c-02d0,18_sanpellegrinoinalpe,006c-02d0,lː,,,tuscan,,29
19_brandeglio_006c-02d0,19_brandeglio,006c-02d0,lː,,,tuscan,,27
204_capoliveri_006c-02d0,204_capoliveri,006c-02d0,lː,,,tuscan,,21
221_gigliocastello_006c-02d0,221_gigliocastello,006c-02d0,lː,,,tuscan,,25
24_spedaletto_006c-02d0,24_spedaletto,006c-02d0,lː,,,tuscan,,23
25_castellodisambuca_006c-02d0,25_castellodisambuca,006c-02d0,lː,,,tuscan,,19
26_treppio_006c-02d0,26_treppio,006c-02d0,lː,,,tuscan,,27
37_pescaglia_006c-02d0,37_pescaglia,006c-02d0,lː,,,tuscan,,29
43_staffoli_006c-02d0,43_staffoli,006c-02d0,lː,,,tuscan,,29
16_pievefosciana_006c-02d0,16_pievefosciana,006c-02d0,lː,,,tuscan,,20
39_anchiano_006c-02d0,39_anchiano,006c-02d0,lː,,,tuscan,,27
45_pontito_006c-02d0,45_pontito,006c-02d0,lː,,,tuscan,,26
7_sillano_0259,7_sillano,0259,ə,,,tuscan,,31
100_capresemichelangelo_0074,100_capresemichelangelo,0074,t,,,tuscan,,105
101_pievesantostefano_0074,101_pievesantostefano,0074,t,,,tuscan,,99
102_anghiari_0074,102_anghiari,0074,t,,,tuscan,,97
104_badiatedalda_0074,104_badiatedalda,0074,t,,,tuscan,,88
106_antignano_0074,106_antignano,0074,t,,,tuscan,,103
107_rosignanomarittimo_0074,107_rosignanomarittimo,0074,t,,,tuscan,,83
108_cecina_0074,108_cecina,0074,t,,,tuscan,,93
109_orcianopisano_0074,109_orcianopisano,0074,t,,,tuscan,,65
11_arni_0074,11_arni,0074,t,,,tuscan,,72
110_bibbona_0074,110_bibbona,0074,t,,,tuscan,,90
111_riparbella_0074,111_riparbella,0074,t,,,tuscan,,73
112_chianni_0074,112_chianni,0074,t,,,tuscan,,68
114_laiatico_0074,114_laiatico,0074,t,,,tuscan,,62
119_castelsangimignano_0074,119_castelsangimignano,0074,t,,,tuscan,,62
12_vaglidisotto_0074,12_vaglidisotto,0074,t,,,tuscan,,72
120_sangimignano_0074,120_sangimignano,0074,t,,,tuscan,,63
122_collevaldelsa_0074,122_collevaldelsa,0074,t,,,tuscan,,69
126_fonterutoli_0074,126_fonterutoli,0074,t,,,tuscan,,57
127_quercegrossa_0074,127_quercegrossa,0074,t,,,tuscan,,85
13_stazzema_0074,13_stazzema,0074,t,,,tuscan,,56
133_montesansavino_0074,133_montesansavino,0074,t,,,tuscan,,90
134_civitellainvaldichiana_0074,134_civitellainvaldichiana,0074,t,,,tuscan,,87
14_camporgiano_0074,14_camporgiano,0074,t,,,tuscan,,84
140_monterchi_0074,140_monterchi,0074,t,,,tuscan,,81
142_sanvincenzo_0074,142_sanvincenzo,0074,t,,,tuscan,,109
144_castagnetocarducci_0074,144_castagnetocarducci,0074,t,,,tuscan,,114
145_bolgheri_0074,145_bolgheri,0074,t,,,tuscan,,97
146_suvereto_0074,146_suvereto,0074,t,,,tuscan,,73
147_monteverdimarittimo_0074,147_monteverdimarittimo,0074,t,,,tuscan,,50
148_serrazzano_0074,148_serrazzano,0074,t,,,tuscan,,59
149_monterotondomarittimo_0074,149_monterotondomarittimo,0074,t,,,tuscan,,64
15_vergemoli_0074,15_vergemoli,0074,t,,,tuscan,,98
153_montieri_0074,153_montieri,0074,t,,,tuscan,,84
154_frosini_0074,154_frosini,0074,t,,,tuscan,,64
156_monticiano_0074,156_monticiano,0074,t,,,tuscan,,100
157_sanroccoapilli_0074,157_sanroccoapilli,0074,t,,,tuscan,,58
159_cascianodimurlo_0074,159_cascianodimurlo,0074,t,,,tuscan,,48
16_pievefosciana_0074,16_pievefosciana,0074,t,,,tuscan,,70
162_montalcino_0074,162_montalcino,0074,t,,,tuscan,,75
163_chiusuredasciano_0074,163_chiusuredasciano,0074,t,,,tuscan,,50
168_lucignanoinvaldichiana_0074,168_lucignanoinvaldichiana,0074,t,,,tuscan,,74
171_foianodellachiana_0074,171_foianodellachiana,0074,t,,,tuscan,,89
172_valiano_0074,172_valiano,0074,t,,,tuscan,,86
177_marciana_0074,177_marciana,0074,t,,,tuscan,,99
178_procchio_0074,178_procchio,0074,t,,,tuscan,,87
179_portoferraio_0074,179_portoferraio,0074,t,,,tuscan,,101
18_sanpellegrinoinalpe_0074,18_sanpellegrinoinalpe,0074,t,,,tuscan,,85
180_rionellelba_0074,180_rionellelba,0074,t,,,tuscan,,85
181_piombino_0074,181_piombino,0074,t,,,tuscan,,112
182_riotorto_0074,182_riotorto,0074,t,,,tuscan,,77
185_montemassi_0074,185_montemassi,0074,t,,,tuscan,,65
186_montepescali_0074,186_montepescali,0074,t,,,tuscan,,52
187_batignano_0074,187_batignano,0074,t,,,tuscan,,57
188_roccastrada_0074,188_roccastrada,0074,t,,,tuscan,,58
189_campagnatico_0074,189_campagnatico,0074,t,,,tuscan,,60
190_civitellamarittima_0074,190_civitellamarittima,0074,t,,,tuscan,,49
191_sassodombrone_0074,191_sassodombrone,0074,t,,,tuscan,,101
192_camigliano_0074,192_camigliano,0074,t,,,tuscan,,97
195_santafiora_0074,195_santafiora,0074,t,,,tuscan,,99
199_contignano_0074,199_contignano,0074,t,,,tuscan,,82
20_rivoreta_0074,20_rivoreta,0074,t,,,tuscan,,84
202_pomonte_0074,202_pomonte,0074,t,,,tuscan,,80
205_castigliondellapescaia_0074,205_castigliondellapescaia,0074,t,,,tuscan,,92
206_alberese_0074,206_alberese,0074,t,,,tuscan,,87
207_talamone_0074,207_talamone,0074,t,,,tuscan,,85
209_montiano_0074,209_montiano,0074,t,,,tuscan,,71
21_popiglio_0074,21_popiglio,0074,t,,,tuscan,,63
210_maglianointoscana_0074,210_maglianointoscana,0074,t,,,tuscan,,108
211_montorgiali_0074,211_montorgiali,0074,t,,,tuscan,,106
212_pereta_0074,212_pereta,0074,t,,,tuscan,,106
213_cana_0074,213_cana,0074,t,,,tuscan,,98
214_saturnia_0074,214_saturnia,0074,t,,,tuscan,,94
215_manciano_0074,215_manciano,0074,t,,,tuscan,,90
216_semproniano_0074,216_semproniano,0074,t,,,tuscan,,104
217_selvena_0074,217_selvena,0074,t,,,tuscan,,100
218_pitigliano_0074,218_pitigliano,0074,t,,,tuscan,,79
223_orbetello_0074,223_orbetello,0074,t,,,tuscan,,111
224_capalbio_0074,224_capalbio,0074,t,,,tuscan,,93
23_orsigna_0074,23_orsigna,0074,t,,,tuscan,,69
26_treppio_0074,26_treppio,0074,t,,,tuscan,,72
27_mercataledivernio_0074,27_mercataledivernio,0074,t,,,tuscan,,89
30_ronta_0074,30_ronta,0074,t,,,tuscan,,61
33_pietrasanta_0074,33_pietrasanta,0074,t,,,tuscan,,97
35_vecchiano_0074,35_vecchiano,0074,t,,,tuscan,,78
36_piazzano_0074,36_piazzano,0074,t,,,tuscan,,96
37_pescaglia_0074,37_pescaglia,0074,t,,,tuscan,,70
38_vorno_0074,38_vorno,0074,t,,,tuscan,,72
40_marlia_0074,40_marlia,0074,t,,,tuscan,,59
41_porcari_0074,41_porcari,0074,t,,,tuscan,,60
42_villabasilica_0074,42_villabasilica,0074,t,,,tuscan,,66
46_casoredelmonte_0074,46_casoredelmonte,0074,t,,,tuscan,,93
49_gello_0074,49_gello,0074,t,,,tuscan,,65
53_sangiustoinpiazzanese_0074,53_sangiustoinpiazzanese,0074,t,,,tuscan,,64
54_figlinediprato_0074,54_figlinediprato,0074,t,,,tuscan,,92
55_peretola_0074,55_peretola,0074,t,,,tuscan,,60
56_legri_0074,56_legri,0074,t,,,tuscan,,87
57_vaglia_0074,57_vaglia,0074,t,,,tuscan,,70
58_molindelpiano_0074,58_molindelpiano,0074,t,,,tuscan,,71
61_tosi_0074,61_tosi,0074,t,,,tuscan,,56
62_dicomano_0074,62_dicomano,0074,t,,,tuscan,,64
63_castagnodandrea_0074,63_castagnodandrea,0074,t,,,tuscan,,68
68_marinadipisa_0074,68_marinadipisa,0074,t,,,tuscan,,75
69_mortaiolo_0074,69_mortaiolo,0074,t,,,tuscan,,65
7_sillano_0074,7_sillano,0074,t,,,tuscan,,64
71_fauglia_0074,71_fauglia,0074,t,,,tuscan,,97
73_pontedera_0074,73_pontedera,0074,t,,,tuscan,,74
74_santopietroinbelvedere_0074,74_santopietroinbelvedere,0074,t,,,tuscan,,55
75_palaia_0074,75_palaia,0074,t,,,tuscan,,63
77_castelfiorentino_0074,77_castelfiorentino,0074,t,,,tuscan,,53
78_montelupofiorentino_0074,78_montelupofiorentino,0074,t,,,tuscan,,60
84_greveinchianti_0074,84_greveinchianti,0074,t,,,tuscan,,67
86_incisainvaldarno_0074,86_incisainvaldarno,0074,t,,,tuscan,,52
88_sangiovannivaldarno_0074,88_sangiovannivaldarno,0074,t,,,tuscan,,54
89_piandisco_0074,89_piandisco,0074,t,,,tuscan,,53
91_lorociuffenna_0074,91_lorociuffenna,0074,t,,,tuscan,,60
93_castiglionfibocchi_0074,93_castiglionfibocchi,0074,t,,,tuscan,,91
103_sansepolcro_0074,103_sansepolcro,0074,t,,,tuscan,,88
105_sestino_0074,105_sestino,0074,t,,,tuscan,,96
135_olmo_0074,135_olmo,0074,t,,,tuscan,,92
136_brolio_0074,136_brolio,0074,t,,,tuscan,,69
137_castiglionfiorentino_0074,137_castiglionfiorentino,0074,t,,,tuscan,,92
139_valledame_0074,139_valledame,0074,t,,,tuscan,,64
167_sinalunga_0074,167_sinalunga,0074,t,,,tuscan,,83
17_barga_0074,17_barga,0074,t,,,tuscan,,72
175_terontola_0074,175_terontola,0074,t,,,tuscan,,88
176_mercataledicortona_0074,176_mercataledicortona,0074,t,,,tuscan,,62
200_cellesulrigo_0074,200_cellesulrigo,0074,t,,,tuscan,,85
204_capoliveri_0074,204_capoliveri,0074,t,,,tuscan,,72
28_barberinodimugello_0074,28_barberinodimugello,0074,t,,,tuscan,,71
34_massarosa_0074,34_massarosa,0074,t,,,tuscan,,65
45_pontito_0074,45_pontito,0074,t,,,tuscan,,79
67_caraffaello_0074,67_caraffaello,0074,t,,,tuscan,,81
72_buti_0074,72_buti,0074,t,,,tuscan,,85
94_talla_0074,94_talla,0074,t,,,tuscan,,83
96_campidibibbiena_0074,96_campidibibbiena,0074,t,,,tuscan,,76
97_ceciliano_0074,97_ceciliano,0074,t,,,tuscan,,81
98_subbiano_0074,98_subbiano,0074,t,,,tuscan,,76
99_chiusidellaverna_0074,99_chiusidellaverna,0074,t,,,tuscan,,98
113_querceto_0074,113_querceto,0074,t,,,tuscan,,57
115_montecatinivaldicecina_0074,115_montecatinivaldicecina,0074,t,,,tuscan,,55
116_volterra_0074,116_volterra,0074,t,,,tuscan,,58
117_pomarance_0074,117_pomarance,0074,t,,,tuscan,,74
118_iano_0074,118_iano,0074,t,,,tuscan,,59
121_mensano_0074,121_mensano,0074,t,,,tuscan,,49
123_maggiano_0074,123_maggiano,0074,t,,,tuscan,,58
124_ancaiano_0074,124_ancaiano,0074,t,,,tuscan,,51
125_costalpino_0074,125_costalpino,0074,t,,,tuscan,,56
129_nusenna_0074,129_nusenna,0074,t,,,tuscan,,41
130_torreacastello_0074,130_torreacastello,0074,t,,,tuscan,,51
131_ambra_0074,131_ambra,0074,t,,,tuscan,,53
132_perginevaldarno_0074,132_perginevaldarno,0074,t,,,tuscan,,53
138_palazzodelpero_0074,138_palazzodelpero,0074,t,,,tuscan,,47
143_caldanaterme_0074,143_caldanaterme,0074,t,,,tuscan,,71
150_massamarittima_0074,150_massamarittima,0074,t,,,tuscan,,52
151_castelnuovoinvaldicecina_0074,151_castelnuovoinvaldicecina,0074,t,,,tuscan,,86
152_montecastellipisano_0074,152_montecastellipisano,0074,t,,,tuscan,,82
155_torniella_0074,155_torniella,0074,t,,,tuscan,,101
158_pari_0074,158_pari,0074,t,,,tuscan,,57
165_sanquiricodorcia_0074,165_sanquiricodorcia,0074,t,,,tuscan,,71
166_castelmuzio_0074,166_castelmuzio,0074,t,,,tuscan,,64
170_montepulciano_0074,170_montepulciano,0074,t,,,tuscan,,102
174_cortona_0074,174_cortona,0074,t,,,tuscan,,88
183_scarlino_0074,183_scarlino,0074,t,,,tuscan,,65
184_buriano_0074,184_buriano,0074,t,,,tuscan,,96
193_monticelloamiata_0074,193_monticelloamiata,0074,t,,,tuscan,,90
194_seggiano_0074,194_seggiano,0074,t,,,tuscan,,100
196_castigliondorcia_0074,196_castigliondorcia,0074,t,,,tuscan,,84
203_lapila_0074,203_lapila,0074,t,,,tuscan,,89
208_istiadombrone_0074,208_istiadombrone,0074,t,,,tuscan,,57
22_prunetta_0074,22_prunetta,0074,t,,,tuscan,,60
220_castellottieri_0074,220_castellottieri,0074,t,,,tuscan,,92
222_portosantostefano_0074,222_portosantostefano,0074,t,,,tuscan,,78
25_castellodisambuca_0074,25_castellodisambuca,0074,t,,,tuscan,,62
29_firenzuola_0074,29_firenzuola,0074,t,,,tuscan,,65
47_monsummano_0074,47_monsummano,0074,t,,,tuscan,,56
51_montale_0074,51_montale,0074,t,,,tuscan,,62
52_artimino_0074,52_artimino,0074,t,,,tuscan,,56
59_vicchio_0074,59_vicchio,0074,t,,,tuscan,,54
60_rufina_0074,60_rufina,0074,t,,,tuscan,,47
64_stia_0074,64_stia,0074,t,,,tuscan,,79
65_borgoallacollina_0074,65_borgoallacollina,0074,t,,,tuscan,,60
66_badiaprataglia_0074,66_badiaprataglia,0074,t,,,tuscan,,71
70_putignano_0074,70_putignano,0074,t,,,tuscan,,97
79_certaldo_0074,79_certaldo,0074,t,,,tuscan,,53
80_montespertoli_0074,80_montespertoli,0074,t,,,tuscan,,61
81_barberinovaldelsa_0074,81_barberinovaldelsa,0074,t,,,tuscan,,60
82_montefiridolfi_0074,82_montefiridolfi,0074,t,,,tuscan,,67
83_pozzolatico_0074,83_pozzolatico,0074,t,,,tuscan,,60
85_sandonatoincollina_0074,85_sandonatoincollina,0074,t,,,tuscan,,58
87_cavriglia_0074,87_cavriglia,0074,t,,,tuscan,,53
90_montemignaio_0074,90_montemignaio,0074,t,,,tuscan,,63
92_raggiolo_0074,92_raggiolo,0074,t,,,tuscan,,91
95_castelfocognano_0074,95_castelfocognano,0074,t,,,tuscan,,83
128_raddainchianti_0074,128_raddainchianti,0074,t,,,tuscan,,48
141_capraia_0074,141_capraia,0074,t,,,tuscan,,46
160_monteronidarbia_0074,160_monteronidarbia,0074,t,,,tuscan,,45
161_pontedarbia_0074,161_pontedarbia,0074,t,,,tuscan,,45
164_asciano_0074,164_asciano,0074,t,,,tuscan,,47
169_torritastazione_0074,169_torritastazione,0074,t,,,tuscan,,46
173_montallese_0074,173_montallese,0074,t,,,tuscan,,87
19_brandeglio_0074,19_brandeglio,0074,t,,,tuscan,,54
197_campigliadorcia_0074,197_campigliadorcia,0074,t,,,tuscan,,98
198_piancastagnaio_0074,198_piancastagnaio,0074,t,,,tuscan,,85
